album,track_title,lyric,year
Taylor Swift,Our Song,Our song is the way you laugh,2006
Taylor Swift,Our Song,"The first date: ""Man, I didn't kiss her, and I should have""",2006
Taylor Swift,Our Song,And when I got home 'fore I said amen,2006
Taylor Swift,Our Song,Asking God if he could play it again,2006
Taylor Swift,Our Song,"I've heard every album, listened to the radio",2006
Taylor Swift,Our Song,Waited for something to come along,2006
Taylor Swift,Our Song,That was as good as our song,2006
Taylor Swift,Our Song,'Cause our song is the slamming screen door,2006
Taylor Swift,Our Song,"Sneakin' out late, tapping on his window",2006
Taylor Swift,Our Song,When we're on the phone and he talks real slow,2006
Taylor Swift,Our Song,'Cause it's late and his mama don't know,2006
Taylor Swift,Our Song,Our song is the way he laughs,2006
Taylor Swift,Our Song,"The first date: ""Man, I didn't kiss him, and I should have""",2006
Taylor Swift,Our Song,And when I got home 'fore I said amen,2006
Taylor Swift,Our Song,Asking God if he could play it again,2006
Taylor Swift,Our Song,Play it again,2006
Taylor Swift,Our Song,I was riding shotgun with my hair undone,2006
Taylor Swift,Our Song,In the front seat of his car,2006
Taylor Swift,Our Song,I grabbed a pen and an old napkin,2006
Taylor Swift,Our Song,And I wrote down our song,2006
Taylor Swift,I'm Only Me When I'm With You,Friday night beneath the stars,2006
Taylor Swift,I'm Only Me When I'm With You,In a field behind your yard,2006
Taylor Swift,I'm Only Me When I'm With You,You and I are painting pictures in the sky,2006
Taylor Swift,I'm Only Me When I'm With You,And sometimes we don't say a thing,2006
Taylor Swift,I'm Only Me When I'm With You,Just listen to the crickets sing,2006
Taylor Swift,I'm Only Me When I'm With You,Everything I need is right here by my side,2006
Taylor Swift,I'm Only Me When I'm With You,And I know everything about you,2006
Taylor Swift,I'm Only Me When I'm With You,I don't wanna live without you,2006
Taylor Swift,I'm Only Me When I'm With You,I'm only up when you're not down,2006
Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,2006
Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,2006
Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,2006
Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,2006
Taylor Swift,I'm Only Me When I'm With You,And I'm only me when I'm with you,2006
Taylor Swift,I'm Only Me When I'm With You,Just a small town boy and girl,2006
Taylor Swift,I'm Only Me When I'm With You,Living in a crazy world,2006
Taylor Swift,I'm Only Me When I'm With You,Trying to figure out what is and isn't true,2006
Taylor Swift,I'm Only Me When I'm With You,And I don't try to hide my tears,2006
Taylor Swift,I'm Only Me When I'm With You,The secrets or my deepest fears,2006
Taylor Swift,I'm Only Me When I'm With You,Through it all nobody gets me like you do,2006
Taylor Swift,I'm Only Me When I'm With You,And you know everything about me,2006
Taylor Swift,I'm Only Me When I'm With You,You say that you can't live without me,2006
Taylor Swift,I'm Only Me When I'm With You,I'm only up when you're not down,2006
Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,2006
Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,2006
Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,2006
Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,2006
Taylor Swift,I'm Only Me When I'm With You,And I'm only me when I'm with you,2006
Taylor Swift,I'm Only Me When I'm With You,When I'm with anybody else it's so hard to be myself,2006
Taylor Swift,I'm Only Me When I'm With You,Only you can tell,2006
Taylor Swift,I'm Only Me When I'm With You,That I'm only up when you're not down,2006
Taylor Swift,I'm Only Me When I'm With You,Don't wanna fly if you're still on the ground,2006
Taylor Swift,I'm Only Me When I'm With You,It's like no matter what I do,2006
Taylor Swift,I'm Only Me When I'm With You,Well you drive me crazy half the time,2006
Taylor Swift,I'm Only Me When I'm With You,The other half I'm only trying to let you know that what I feel is true,2006
Taylor Swift,I'm Only Me When I'm With You,And I'm only me,2006
Taylor Swift,I'm Only Me When I'm With You,Who I wanna be,2006
Taylor Swift,I'm Only Me When I'm With You,"Well, I'm only me when I'm with you",2006
Taylor Swift,I'm Only Me When I'm With You,With you,2006
Taylor Swift,I'm Only Me When I'm With You,Uh huh,2006
Taylor Swift,I'm Only Me When I'm With You,Yeah,2006
Taylor Swift,Invisible,She can't see the way your eyes,2006
Taylor Swift,Invisible,Light up when you smile,2006
Taylor Swift,Invisible,She'll never notice how you stop and stare,2006
Taylor Swift,Invisible,Whenever she walks by,2006
Taylor Swift,Invisible,And you can't see me wanting you the way you want her,2006
Taylor Swift,Invisible,But you are everything to me,2006
Taylor Swift,Invisible,I just want to show you,2006
Taylor Swift,Invisible,She don't even know you,2006
Taylor Swift,Invisible,She's never going to love you like I want to,2006
Taylor Swift,Invisible,And you just see right through me,2006
Taylor Swift,Invisible,If you only knew me,2006
Taylor Swift,Invisible,We could be a beautiful,2006
Taylor Swift,Invisible,Miracle,2006
Taylor Swift,Invisible,Unbelievable,2006
Taylor Swift,Invisible,Instead of just invisible,2006
Taylor Swift,Invisible,There's a fire inside of you,2006
Taylor Swift,Invisible,That can't help but shine through,2006
Taylor Swift,Invisible,She's never going to see the light,2006
Taylor Swift,Invisible,No matter what you do,2006
Taylor Swift,Invisible,And all I think about is how to make you think of me,2006
Taylor Swift,Invisible,And everything that we could be,2006
Taylor Swift,Invisible,I just want to show you,2006
Taylor Swift,Invisible,She don't even know you,2006
Taylor Swift,Invisible,She's never going to love you like I want to,2006
Taylor Swift,Invisible,And you just see right through me,2006
Taylor Swift,Invisible,If you only knew me,2006
Taylor Swift,Invisible,We could be a beautiful,2006
Taylor Swift,Invisible,Miracle,2006
Taylor Swift,Invisible,Unbelievable,2006
Taylor Swift,Invisible,Instead of just invisible,2006
Taylor Swift,Invisible,Like shadows in a faded light,2006
Taylor Swift,Invisible,"Oh, we're invisible",2006
Taylor Swift,Invisible,I just want to open your eyes,2006
Taylor Swift,Invisible,And make you realize,2006
Taylor Swift,Invisible,I just want to show you,2006
Taylor Swift,Invisible,She don't even know you,2006
Taylor Swift,Invisible,"Baby, let me love you",2006
Taylor Swift,Invisible,Let me want you,2006
Taylor Swift,Invisible,You just see right through me,2006
Taylor Swift,Invisible,But if you only knew me,2006
Taylor Swift,Invisible,We could be a beautiful,2006
Taylor Swift,Invisible,Miracle,2006
Taylor Swift,Invisible,Unbelievable,2006
Taylor Swift,Invisible,Instead of just invisible,2006
Taylor Swift,Invisible,She can't see the way your eyes,2006
Taylor Swift,Invisible,Light up when you smile,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?",2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,"Maybe I should've seen the signs, should've read the writing on the wall",2006
Taylor Swift,A Perfectly Good Heart,And realized by the distance in your eyes that I would be the one to fall,2006
Taylor Swift,A Perfectly Good Heart,"No matter what you say, I still can't believe",2006
Taylor Swift,A Perfectly Good Heart,That you would walk away,2006
Taylor Swift,A Perfectly Good Heart,"It don't make sense to me, but",2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart,now?",2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,It's not unbroken anymore,2006
Taylor Swift,A Perfectly Good Heart,How do I get it back the way it was before?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?",2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Taylor Swift,A Perfectly Good Heart,"Why would you wanna take our love and tear it all apart, now?",2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna make the very first scar?,2006
Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,2006
Fearless,Fearless,There's something 'bout the way,2008
Fearless,Fearless,The street looks when it's just rained,2008
Fearless,Fearless,There's a glow off the pavement,2008
Fearless,Fearless,You walk me to the car,2008
Fearless,Fearless,And you know I wanna ask you to dance right there,2008
Fearless,Fearless,"In the middle of the parking lot, yeah",2008
Fearless,Fearless,"Oh, yeah",2008
Fearless,Fearless,We're driving down the road,2008
Fearless,Fearless,I wonder if you know,2008
Fearless,Fearless,I'm trying so hard not to get caught up now,2008
Fearless,Fearless,But you're just so cool,2008
Fearless,Fearless,Run your hands through your hair,2008
Fearless,Fearless,Absent mindedly making me want you,2008
Fearless,Fearless,And I don't know how it gets better than this,2008
Fearless,Fearless,You take my hand and drag me head first,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,And I don't know why but with you I'd dance in a storm in my best dress,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,So baby drive slow,2008
Fearless,Fearless,'til we run out of road in this one horse town,2008
Fearless,Fearless,I wanna stay right here in this passenger's seat,2008
Fearless,Fearless,You put your eyes on me,2008
Fearless,Fearless,"In this moment now capture it, remember it",2008
Fearless,Fearless,And I don't know how it gets better than this,2008
Fearless,Fearless,You take my hand and drag me head first,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,And I don't know why but with you I'd dance in a storm in my best dress,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,Well you stood there with me in the doorway,2008
Fearless,Fearless,"My hands shake, I'm not usually this way but",2008
Fearless,Fearless,You pull me in and I'm a little more brave,2008
Fearless,Fearless,"It's the first kiss, it's flawless, really something",2008
Fearless,Fearless,It's fearless,2008
Fearless,Fearless,"Oh, yeah",2008
Fearless,Fearless,And I don't know how it gets better than this,2008
Fearless,Fearless,You take my hand and drag me head first,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,And I don't know why but with you I'd dance in a storm in my best dress,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,And I don't know how it gets better than this,2008
Fearless,Fearless,You take my hand and drag me head first,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,And I don't know why but with you I'd dance in a storm in my best dress,2008
Fearless,Fearless,Fearless,2008
Fearless,Fearless,Oh oh,2008
Fearless,Fearless,Oh yeah,2008
Fearless,Fifteen,You take a deep breath and you walk through the doors,2008
Fearless,Fifteen,It's the morning of your very first day,2008
Fearless,Fifteen,You say hi to your friends you ain't seen in a while,2008
Fearless,Fifteen,Try and stay out of everybody's way,2008
Fearless,Fifteen,It's your freshman year and you're going to be here,2008
Fearless,Fifteen,For the next four years in this town,2008
Fearless,Fifteen,Hoping one of those senior boys will wink at you and say,2008
Fearless,Fifteen,"""You know, I haven't seen you around before""",2008
Fearless,Fifteen,Because when you're fifteen and somebody tells you they love you,2008
Fearless,Fifteen,You're going to believe them,2008
Fearless,Fifteen,And when you're fifteen feeling like there's nothing to figure out,2008
Fearless,Fifteen,"Well, count to ten, take it in",2008
Fearless,Fifteen,This is life before you know who you're going to be,2008
Fearless,Fifteen,Fifteen,2008
Fearless,Fifteen,You sit in class next to a redhead named Abigail,2008
Fearless,Fifteen,And soon enough you're best friends,2008
Fearless,Fifteen,Laughing at the other girls who think they're so cool,2008
Fearless,Fifteen,We'll be outta here as soon as we can,2008
Fearless,Fifteen,And then you're on your very first date and he's got a car,2008
Fearless,Fifteen,And you're feeling like flying,2008
Fearless,Fifteen,And your momma's waiting up and you're thinking he's the one,2008
Fearless,Fifteen,And you're dancing 'round your room when the night ends,2008
Fearless,Fifteen,When the night ends,2008
Fearless,Fifteen,Because when you're fifteen and somebody tells you they love you,2008
Fearless,Fifteen,You're going to believe them,2008
Fearless,Fifteen,When you're fifteen and your first kiss,2008
Fearless,Fifteen,Makes your head spin 'round,2008
Fearless,Fifteen,But in your life you'll do things greater than,2008
Fearless,Fifteen,Dating the boy on the football team,2008
Fearless,Fifteen,But I didn't know it at fifteen,2008
Fearless,Fifteen,When all you wanted was to be wanted,2008
Fearless,Fifteen,Wish you could go back and tell yourself what you know now,2008
Fearless,Fifteen,Back then I swore I was going to marry him someday,2008
Fearless,Fifteen,But I realized some bigger dreams of mine,2008
Fearless,Fifteen,And Abigail gave everything she had to a boy,2008
